Symbol,Ensembl Gene ID,Entrez,Type,Species,Chr,Position (Mbp),Description,percentage_gc_content,transcript_count,genomeSpan,cds_length,transcript_length,FiveUTR,ThreeUTR,nExons
 FBXO45,ENSG00000174013,200933,protein_coding,Human,3,196.568611,F-box protein 45 [Source:HGNC Symbol;Acc:HGNC:29148],41.25,2,20449,592,4808,262,3855,3
 ZNF732,ENSG00000186777,654254,protein_coding,Human,4,0.270675,zinc finger protein 732 [Source:HGNC Symbol;Acc:HGNC:37138],38.11,2,34800,1756,2262,164,424,4
 SLBP,ENSG00000163950,7884,protein_coding,Human,4,1.692731,stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904],46.71,6,19614,714,1274,113,581,7
 TACC3,ENSG00000013810,10460,protein_coding,Human,4,1.712858,transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524],56.92,17,32314,1367,1722,78,165,8
 NSD2,ENSG00000109685,7468,protein_coding,Human,4,1.871393,nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766],47.15,31,110815,1962,3826,90,2299,10
 SH3BP2,ENSG00000087266,6452,protein_coding,Human,4,2.793071,SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825],59.2,28,48028,802,1896,85,2860,6
 C4orf50,ENSG00000181215,389197,protein_coding,Human,4,5.897373,chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766],49.24,2,303183,3536,12738,235,3816,21
 JAKMIP1,ENSG00000152969,152789,protein_coding,Human,4,6.026199,janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460],49.33,20,174393,1798,2611,192,172,12
 MRFAP1L1,ENSG00000178988,114932,protein_coding,Human,4,6.707701,Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796],44.76,2,2165,384,1852,236,479,2
 RAB28,ENSG00000157869,9364,protein_coding,Human,4,13.361354,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]",36.22,8,123012,416,1226,198,338,6
 BST1,ENSG00000109743,683,protein_coding,Human,4,15.703065,bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118],43.46,5,35249,656,1309,64,574,8
 NCAPG,ENSG00000109805,64151,protein_coding,Human,4,17.810979,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304],35.36,5,33887,1518,1949,78,791,11
 GRSF1,ENSG00000132463,2926,protein_coding,Human,4,70.815783,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610],43.46,7,24115,1072,2509,97,755,8
 DCK,ENSG00000156136,1633,protein_coding,Human,4,70.992538,deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704],38.98,6,38377,506,1802,197,1031,6
 GC,ENSG00000145321,2638,protein_coding,Human,4,71.741696,GC vitamin D binding protein [Source:HGNC Symbol;Acc:HGNC:4187],36.46,8,62346,1164,1200,59,103,9
 NUP54,ENSG00000138750,53371,protein_coding,Human,4,76.107562,nucleoporin 54 [Source:HGNC Symbol;Acc:HGNC:17359],36.78,29,40924,768,2085,61,567,9
 HNRNPD,ENSG00000138668,3184,protein_coding,Human,4,82.352498,heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036],38.75,12,22006,641,1437,221,297,6
 HNRNPDL,ENSG00000152795,9987,protein_coding,Human,4,82.422565,heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037],42.42,10,7898,958,2383,307,582,8
 H2AZ1,ENSG00000164032,3015,protein_coding,Human,4,99.948086,H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741],49.21,7,2270,386,1125,108,374,4
 CENPE,ENSG00000138778,1062,protein_coding,Human,4,103.105349,centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856],34.68,6,93097,4180,3243,60,492,18
 CASP6,ENSG00000138794,839,protein_coding,Human,4,109.688622,caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507],44.61,8,14962,542,870,85,506,4
 LRIT3,ENSG00000183423,345193,protein_coding,Human,4,109.848107,"leucine rich repeat, Ig-like and transmembrane domains 3 [Source:HGNC Symbol;Acc:HGNC:24783]",37.89,2,24209,1766,3721,238,1526,4
 LARP7,ENSG00000174720,51574,protein_coding,Human,4,112.637077,"La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]",37.73,39,20620,1212,1946,185,202,10
 C4orf3,ENSG00000164096,401152,protein_coding,Human,4,119.296419,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225],42.89,2,8027,400,2816,110,2360,2
 MAD2L1,ENSG00000164109,4085,protein_coding,Human,4,120.055623,mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763],37.68,5,11236,339,1684,112,1735,3
 EXOSC9,ENSG00000123737,5393,protein_coding,Human,4,121.801318,exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137],37.71,12,15704,878,1243,117,226,8
 CCNA2,ENSG00000145386,890,protein_coding,Human,4,121.816444,cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578],39.34,1,7440,1299,2748,255,1194,8
 PLK4,ENSG00000142731,10733,protein_coding,Human,4,127.880893,polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397],36.28,11,18332,2421,1857,200,321,10
 SCOC,ENSG00000153130,60592,protein_coding,Human,4,140.257286,short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335],40.94,9,128443,280,1896,107,1393,4
 LRBA,ENSG00000198589,987,protein_coding,Human,4,150.264435,LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742],36.23,23,751293,4061,4412,236,849,22
 TMEM131L,ENSG00000121210,23240,protein_coding,Human,4,153.466346,transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146],41.78,8,170366,3511,2231,47,124,15
 HMGB2,ENSG00000164104,3148,protein_coding,Human,4,173.331376,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000],45.5,5,3057,573,1224,68,487,4
 NEIL3,ENSG00000109674,55247,protein_coding,Human,4,177.309874,nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573],37.32,2,53063,1005,1946,66,447,7
 RWDD4,ENSG00000182552,201965,protein_coding,Human,4,183.639635,RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750],40.25,7,19569,317,1546,199,928,6
 CASP3,ENSG00000164305,836,protein_coding,Human,4,184.627696,caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504],41.13,11,22367,607,2457,81,1101,7
 CENPU,ENSG00000151725,79682,protein_coding,Human,4,184.694085,centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348],39.99,6,40046,917,1117,60,731,7
 IRX1,ENSG00000170549,79192,protein_coding,Human,5,3.595832,iroquois homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14358],59.15,1,5572,1443,2080,274,363,4
 C1QTNF3,ENSG00000082196,114899,protein_coding,Human,5,34.017858,C1q and TNF related 3 [Source:HGNC Symbol;Acc:HGNC:14326],39.58,6,25356,850,1630,88,1928,4
 DEPDC1B,ENSG00000035499,55789,protein_coding,Human,5,60.596912,DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902],38.63,6,103279,794,1306,63,316,7
 CENPK,ENSG00000123219,64105,protein_coding,Human,5,65.517766,centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479],37.27,17,45403,524,916,93,426,7
 CCNB1,ENSG00000134057,891,protein_coding,Human,5,69.167135,cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579],43.43,7,11111,862,1044,96,277,6
 CENPH,ENSG00000153044,64946,protein_coding,Human,5,69.189574,centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268],42.62,6,20784,664,877,56,415,6
 FAM151B,ENSG00000152380,167555,protein_coding,Human,5,80.487969,family with sequence similarity 151 member B [Source:HGNC Symbol;Acc:HGNC:33716],38.99,5,54595,518,1168,90,403,6
 VCAN,ENSG00000038427,1462,protein_coding,Human,5,83.471618,versican [Source:HGNC Symbol;Acc:HGNC:2464],37.18,12,110686,4841,4488,133,1145,9
 CETN3,ENSG00000153140,1070,protein_coding,Human,5,90.392257,centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868],33.62,6,17510,432,1052,93,512,5
 POLR3G,ENSG00000113356,10622,protein_coding,Human,5,90.471748,RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075],37.84,7,42810,451,1695,97,1452,6
 LMNB1,ENSG00000113368,4001,protein_coding,Human,5,126.776623,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637],42.33,8,60398,1103,1543,425,357,7
 SEPTIN8,ENSG00000164402,23176,protein_coding,Human,5,132.750819,septin 8 [Source:HGNC Symbol;Acc:HGNC:16511],48.12,16,56423,1041,2019,146,1546,7
 SOWAHA,ENSG00000198944,134548,protein_coding,Human,5,132.813302,sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:HGNC:27033],57.68,1,3485,1650,3485,320,1515,1
 KIF20A,ENSG00000112984,10112,protein_coding,Human,5,138.178719,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787],45.25,7,9005,1339,1362,58,226,9
 CDC25C,ENSG00000158402,995,protein_coding,Human,5,138.285269,cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727],44.08,9,53087,1014,1369,188,195,10
 PAIP2,ENSG00000120727,51247,protein_coding,Human,5,139.341587,poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970],43.58,8,28134,327,932,180,564,4
 UBE2D2,ENSG00000131508,7322,protein_coding,Human,5,139.526431,ubiquitin conjugating enzyme E2 D2 [Source:HGNC Symbol;Acc:HGNC:12475],44.35,10,102004,373,1378,196,900,6
 PCDHA11,ENSG00000249158,56138,protein_coding,Human,5,140.868183,protocadherin alpha 11 [Source:HGNC Symbol;Acc:HGNC:8665],39.64,3,144165,1960,3175,534,859,3
 PCDHGA2,ENSG00000081853,56113,protein_coding,Human,5,141.33876,"protocadherin gamma subfamily A, 2 [Source:HGNC Symbol;Acc:HGNC:8700]",45.18,2,174216,2636,4678,212,1830,2
 FBXO38,ENSG00000145868,81545,protein_coding,Human,5,148.383935,F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844],37.05,20,58902,3143,1374,68,686,7
 PTTG1,ENSG00000164611,9232,protein_coding,Human,5,160.421855,"PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]",39.32,7,6885,548,760,180,46,5
 HMMR,ENSG00000072571,3161,protein_coding,Human,5,163.460203,hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012],36.97,8,31739,1497,1686,117,511,11
 SPDL1,ENSG00000040275,54908,protein_coding,Human,5,169.583636,spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010],37.27,16,21143,471,887,87,207,5
 MXD3,ENSG00000213347,83463,protein_coding,Human,5,177.301461,MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008],58.63,9,11297,598,1271,66,613,6
 DOK3,ENSG00000146094,79930,protein_coding,Human,5,177.501904,docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583],58.12,13,9371,736,1395,111,921,4
 ADAMTS2,ENSG00000087116,9509,protein_coding,Human,5,179.110853,ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218],53.88,6,234609,2906,3225,110,1316,13
 HNRNPH1,ENSG00000169045,3187,protein_coding,Human,5,179.614178,heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041],45.97,50,20607,556,1072,183,453,6
 MAPK9,ENSG00000050748,5601,protein_coding,Human,5,180.233143,mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886],43.58,13,58957,830,2307,106,1575,8
 CDYL,ENSG00000153046,9425,protein_coding,Human,6,4.706159,chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811],42.04,9,249393,1080,1875,234,995,6
 MRS2,ENSG00000124532,57380,protein_coding,Human,6,24.402908,magnesium transporter MRS2 [Source:HGNC Symbol;Acc:HGNC:13785],39.3,6,23287,1126,2629,120,1979,10
 GTF2H4,ENSG00000213780,2968,protein_coding,Human,6,30.908207,general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658],51.2,6,5900,1389,1142,90,123,8
 TCF19,ENSG00000137310,6941,protein_coding,Human,6,31.158547,transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629],51.1,4,8613,910,1992,302,1049,4
 KIFC1,ENSG00000237649,3833,protein_coding,Human,6,33.391823,kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389],47.44,4,18074,1032,1106,144,186,6
 TAF11,ENSG00000064995,6882,protein_coding,Human,6,34.877462,TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544],41.7,12,11731,447,2015,81,647,4
 RNF8,ENSG00000112130,9025,protein_coding,Human,6,37.353979,ring finger protein 8 [Source:HGNC Symbol;Acc:HGNC:10071],43.66,8,40756,680,1777,124,864,5
 GLO1,ENSG00000124767,2739,protein_coding,Human,6,38.675925,glyoxalase I [Source:HGNC Symbol;Acc:HGNC:4323],39.8,2,27221,555,1978,91,1370,4
 KCNK16,ENSG00000095981,83795,protein_coding,Human,6,39.314698,potassium two pore domain channel subfamily K member 16 [Source:HGNC Symbol;Acc:HGNC:14464],54.72,5,8271,833,1059,99,177,5
 LRFN2,ENSG00000156564,57497,protein_coding,Human,6,40.391591,leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226],48.5,2,195774,2208,2897,208,352,4
 MCM3,ENSG00000112118,4172,protein_coding,Human,6,52.264014,minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945],43.17,6,20868,2144,2318,109,353,13
 BAG2,ENSG00000112208,9532,protein_coding,Human,6,57.172326,BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938],38.77,1,17508,636,6651,372,5643,3
 TTK,ENSG00000112742,7272,protein_coding,Human,6,80.003887,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401],34.98,11,38641,1199,1319,132,272,9
 MMS22L,ENSG00000146263,253714,protein_coding,Human,6,97.142161,"MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]",35.58,13,141057,2154,3416,104,2000,11
 CD24,ENSG00000272398,100133941,protein_coding,Human,6,106.969831,CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645],50.84,8,5797,267,1091,145,783,2
 WASF1,ENSG00000112290,8936,protein_coding,Human,6,110.099819,WASP family member 1 [Source:HGNC Symbol;Acc:HGNC:12732],36.65,10,80186,1032,1844,140,703,8
 CDK19,ENSG00000155111,23097,protein_coding,Human,6,110.609978,cyclin dependent kinase 19 [Source:HGNC Symbol;Acc:HGNC:19338],39.87,8,205981,1031,2835,147,3447,8
 COL10A1,ENSG00000123500,1300,protein_coding,Human,6,116.118909,collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185],35.46,5,39839,1386,2225,124,1120,3
 CENPW,ENSG00000203760,387103,protein_coding,Human,6,126.340115,centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488],35.6,3,8761,261,593,120,213,3
 MTFR2,ENSG00000146410,113115,protein_coding,Human,6,136.231024,mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115],39.81,7,19312,707,1035,86,195,5
 PERP,ENSG00000112378,64065,protein_coding,Human,6,138.088505,p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637],39.25,1,18915,582,4198,79,3537,3
 LTV1,ENSG00000135521,84946,protein_coding,Human,6,143.843338,LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173],39.75,1,20475,1428,1853,140,285,11
 NUP43,ENSG00000120253,348995,protein_coding,Human,6,149.724315,nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182],43.95,6,25351,690,1319,46,796,6
 FBXO5,ENSG00000112029,26271,protein_coding,Human,6,152.970519,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584],38.53,3,13061,1275,2295,136,631,4
 DYNLT1,ENSG00000146425,6993,protein_coding,Human,6,158.636474,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697],45.31,3,8270,342,1465,35,353,3
 MPC1,ENSG00000060762,51660,protein_coding,Human,6,166.364919,mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606],38.93,7,18095,266,884,123,510,5
 THBS2,ENSG00000186340,7058,protein_coding,Human,6,169.21578,thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786],49.53,15,38271,2763,3980,74,1654,16
 TBP,ENSG00000112592,6908,protein_coding,Human,6,170.554302,TATA-box binding protein [Source:HGNC Symbol;Acc:HGNC:11588],39.46,7,18569,733,1415,113,534,6
 HNRNPA2B1,ENSG00000122566,3181,protein_coding,Human,7,26.171151,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033],41.39,49,30379,986,3506,659,667,12
 CBX3,ENSG00000122565,11335,protein_coding,Human,7,26.201162,chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553],41.37,8,12446,384,1283,189,958,4
 GARS1,ENSG00000106105,2617,protein_coding,Human,7,30.580533,glycyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4162],38.92,33,53501,1310,2808,59,158,15
 NT5C3A,ENSG00000122643,51251,protein_coding,Human,7,33.01413,"5'-nucleotidase, cytosolic IIIA [Source:HGNC Symbol;Acc:HGNC:17820]",37.98,10,48667,610,950,50,371,6
 ANLN,ENSG00000011426,54443,protein_coding,Human,7,36.389821,anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082],37.87,13,63971,1006,1373,148,569,8
 SFRP4,ENSG00000106483,6424,protein_coding,Human,7,37.905932,secreted frizzled related protein 4 [Source:HGNC Symbol;Acc:HGNC:10778],39.07,3,119764,726,1448,250,1547,5
 STARD3NL,ENSG00000010270,83930,protein_coding,Human,7,38.178245,STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169],38.39,7,52426,625,1509,93,286,8
 INHBA,ENSG00000122641,3624,protein_coding,Human,7,41.667168,inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066],40.65,5,38667,1281,2494,172,1571,3
 AEBP1,ENSG00000106624,165,protein_coding,Human,7,44.104345,AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303],62.7,9,10218,976,1420,156,236,7
 ZNF138,ENSG00000197008,7697,protein_coding,Human,7,64.794388,zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922],39.99,7,39294,596,2040,139,1074,4
 RFC2,ENSG00000049541,5982,protein_coding,Human,7,74.231499,replication factor C subunit 2 [Source:HGNC Symbol;Acc:HGNC:9970],48.96,13,22960,427,969,29,237,8
 SRI,ENSG00000075142,6717,protein_coding,Human,7,88.205115,sorcin [Source:HGNC Symbol;Acc:HGNC:11292],39.54,10,21879,476,976,44,527,6
 TMEM130,ENSG00000166448,222865,protein_coding,Human,7,98.846488,transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429],52.26,8,24284,941,1838,236,1472,5
 TFEC,ENSG00000105967,22797,protein_coding,Human,7,115.935148,transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754],35,9,224749,878,2831,88,3648,6
 LSM8,ENSG00000128534,51691,protein_coding,Human,7,118.184144,"LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]",35.29,4,19892,239,4656,432,5314,3
 FEZF1,ENSG00000128610,389549,protein_coding,Human,7,122.301303,FEZ family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:22788],49.07,3,9389,938,1497,222,361,4
 HILPDA,ENSG00000135245,29923,protein_coding,Human,7,128.455849,hypoxia inducible lipid droplet associated [Source:HGNC Symbol;Acc:HGNC:28859],51.52,4,2570,192,1106,86,711,2
 CHCHD3,ENSG00000106554,54927,protein_coding,Human,7,132.78487,coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906],39.02,6,297221,604,1100,127,546,7
 STMP1,ENSG00000243317,647087,protein_coding,Human,7,135.662496,short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909],43.1,4,30923,141,1416,75,1215,3
 KDM7A,ENSG00000006459,80853,protein_coding,Human,7,140.084746,lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224],39.15,3,92238,2020,5929,46,4015,12
 BRAF,ENSG00000157764,673,protein_coding,Human,7,140.719327,"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]",38,21,205603,1456,3036,81,1799,12
 SSBP1,ENSG00000106028,6742,protein_coding,Human,7,141.738334,single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317],40.78,15,49589,393,935,114,119,6
 CLEC5A,ENSG00000258227,23601,protein_coding,Human,7,141.927357,C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054],40.03,7,19651,390,1243,87,863,4
 TPK1,ENSG00000196511,27010,protein_coding,Human,7,144.451941,thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358],37.29,13,384455,446,1529,53,925,7
 EZH2,ENSG00000106462,2146,protein_coding,Human,7,148.807257,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527],39.19,20,77065,1534,2708,92,189,15
 XRCC2,ENSG00000196584,7516,protein_coding,Human,7,152.644776,X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829],42.61,4,31418,759,3536,81,2942,2
 DNAJB6,ENSG00000105993,10049,protein_coding,Human,7,157.335381,DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888],48.15,18,82059,572,1527,99,1173,6
 NCAPG2,ENSG00000146918,54892,protein_coding,Human,7,158.631169,non-SMC condensin II complex subunit G2 [Source:HGNC Symbol;Acc:HGNC:21904],41.8,11,73636,2840,2406,60,580,17
 XKR5,ENSG00000275591,389610,protein_coding,Human,8,6.808517,XK related 5 [Source:HGNC Symbol;Acc:HGNC:20782],49.58,2,27008,1161,4829,18,1725,8
 MSR1,ENSG00000038945,4481,protein_coding,Human,8,16.107878,macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376],35.52,14,459613,790,1263,57,1091,6
 ESCO2,ENSG00000171320,157570,protein_coding,Human,8,27.771949,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230],37.71,8,40692,815,1659,56,1026,6
 HTRA4,ENSG00000169495,203100,protein_coding,Human,8,38.974228,HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909],45.86,1,14436,1431,2032,36,565,9
 GINS4,ENSG00000147536,84296,protein_coding,Human,8,41.529218,GINS complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28226],46.73,9,15813,508,1492,266,1457,5
 AP3M2,ENSG00000070718,10947,protein_coding,Human,8,42.152946,adaptor related protein complex 3 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:570],41.4,17,18728,656,1304,275,826,5
 IKBKB,ENSG00000104365,3551,protein_coding,Human,8,42.271302,inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960],48.26,33,61159,727,2021,108,253,11
 VDAC3,ENSG00000078668,7419,protein_coding,Human,8,42.391624,voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674],40.44,12,14314,486,747,42,209,7
 CHRNA6,ENSG00000147434,8973,protein_coding,Human,8,42.75262,cholinergic receptor nicotinic alpha 6 subunit [Source:HGNC Symbol;Acc:HGNC:15963],44.71,5,43773,1086,1192,203,406,5
 FNTA,ENSG00000168522,2339,protein_coding,Human,8,43.034194,"farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]",42.58,14,51595,513,1576,79,301,6
 MCM4,ENSG00000104738,4173,protein_coding,Human,8,47.960185,minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947],45.8,28,17976,1420,1945,64,382,8
 UBE2V2,ENSG00000169139,7336,protein_coding,Human,8,48.008415,ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495],42.29,8,56294,339,1505,85,979,4
 ATP6V1H,ENSG00000047249,51606,protein_coding,Human,8,53.715543,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303],39.2,19,128016,751,965,152,234,6
 TCEA1,ENSG00000187735,6917,protein_coding,Human,8,53.966552,transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612],39.4,14,55905,487,1200,211,683,6
 LYPLA1,ENSG00000120992,10434,protein_coding,Human,8,54.046367,lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737],41.54,15,55651,472,1052,88,1158,6
 MRPL15,ENSG00000137547,29088,protein_coding,Human,8,54.135241,mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054],43.29,3,13274,733,1061,25,467,5
 TMEM68,ENSG00000167904,137695,protein_coding,Human,8,55.696424,transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510],38.91,18,76984,496,1190,71,706,4
 TGS1,ENSG00000137574,96764,protein_coding,Human,8,55.773446,trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843],39.78,3,53000,1362,2729,161,1013,9
 ARMC1,ENSG00000104442,55156,protein_coding,Human,8,65.602458,armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684],42.61,6,31760,529,1496,148,1331,5
 MTFR1,ENSG00000066855,9650,protein_coding,Human,8,65.644734,mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510],40.22,15,126528,657,1039,70,825,5
 PDE7A,ENSG00000205268,5150,protein_coding,Human,8,65.714334,phosphodiesterase 7A [Source:HGNC Symbol;Acc:HGNC:8791],37.81,8,127989,1088,2004,286,2526,8
 COPS5,ENSG00000121022,10987,protein_coding,Human,8,67.043079,COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240],39.82,13,40705,445,1492,121,132,6
 CSPP1,ENSG00000104218,79848,protein_coding,Human,8,67.062417,centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193],38.01,80,134362,2092,3028,61,461,18
 SULF1,ENSG00000137573,23213,protein_coding,Human,8,69.466624,sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391],40.34,23,194292,1284,1758,132,1839,8
 SLCO5A1,ENSG00000137571,81796,protein_coding,Human,8,69.667046,solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046],40.03,8,167933,1983,2903,330,1819,6
 LACTB2,ENSG00000147592,51110,protein_coding,Human,8,70.635318,lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512],38.39,4,33868,867,842,60,325,5
 KCNB2,ENSG00000182674,9312,protein_coding,Human,8,72.537225,potassium voltage-gated channel subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:6232],38.9,1,401125,2736,3748,377,258,3
 STAU2,ENSG00000040341,27067,protein_coding,Human,8,73.420369,staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371],38.25,29,327340,1042,1490,92,979,8
